expected test suites for the migration smoke evidence

This file is the PAIRING CONTRACT.  smoke-checks.sh reads it and refuses to
report a capture complete when a suite listed here is missing from the capture
directory it just wrote.  It is generated by install-surefire-evidence.sh
--manifest from the two installed archives, never edited by hand: a hand-edited
contract can be made to agree with whatever happens to be on disk, which is the
opposite of a contract.

Each row is  <sides>  <module>/TEST-<fully.qualified.Class>.xml  where <sides>
is BOTH, BASELINE-ONLY or MIGRATED-ONLY.  A row that is not BOTH is an unpaired
suite: the migration cannot be shown to have preserved its behaviour, because
there is nothing to compare on one side.  Unpaired rows are listed rather than
dropped, so the gap is a named, countable fact instead of a silent absence.

suites-in-both: 278
BOTH           acm-service-transcribe/TEST-com.armedia.acm.services.rules.TranscribeRulesTest.xml
BOTH           acm-service-transcribe/TEST-com.armedia.acm.services.service.ArkCaseTranscribeConfigurationTest.xml
BOTH           acm-service-transcribe/TEST-com.armedia.acm.services.service.ArkCaseTranscribeServiceTest.xml
BOTH           acm-service-transcribe/TEST-com.armedia.acm.services.utils.TranscribeUtilsTest.xml
BOTH           acm-service-transcribe/TEST-com.armedia.acm.services.web.api.CreateTranscribeAPIControllerTest.xml
BOTH           acm-service-transcribe/TEST-com.armedia.acm.services.web.api.GetTranscribeAPIControllerTest.xml
BOTH           acm-service-users/TEST-com.armedia.acm.services.users.dao.ldap.CustomPagedLdapDaoTest.xml
BOTH           acm-service-users/TEST-com.armedia.acm.services.users.model.ldap.AcmUserContextMapperTest.xml
BOTH           acm-service-users/TEST-com.armedia.acm.services.users.model.ldap.MapperUtilsTest.xml
BOTH           acm-service-users/TEST-com.armedia.acm.services.users.service.GroupServiceImplTest.xml
BOTH           acm-service-users/TEST-com.armedia.acm.services.users.service.RetryExecutorTest.xml
BOTH           acm-service-users/TEST-com.armedia.acm.services.users.service.group.GroupServiceTest.xml
BOTH           acm-service-users/TEST-com.armedia.acm.services.users.service.group.LdapGroupNameValidatorTest.xml
BOTH           acm-service-users/TEST-com.armedia.acm.services.users.service.ldap.AcmGroupsSyncResultTest.xml
BOTH           acm-service-users/TEST-com.armedia.acm.services.users.service.ldap.AcmRoleToGroupMappingTest.xml
BOTH           acm-service-users/TEST-com.armedia.acm.services.users.service.ldap.AcmUsersSyncResultTest.xml
BOTH           acm-service-users/TEST-com.armedia.acm.services.users.service.ldap.LdapAuthenticateManagerTest.xml
BOTH           acm-service-users/TEST-com.armedia.acm.services.users.service.ldap.LdapAuthenticateServiceTest.xml
BOTH           acm-service-users/TEST-com.armedia.acm.services.users.service.ldap.LdapGroupUtilsTest.xml
BOTH           acm-service-users/TEST-com.armedia.acm.services.users.service.ldap.PasswordValidationServiceTest.xml
BOTH           acm-service-users/TEST-com.armedia.acm.services.users.web.api.AcmUserAPIControllerTest.xml
BOTH           acm-service-users/TEST-com.armedia.acm.services.users.web.api.FindParticipantTypesForObjectTypeNameAPIControllerTest.xml
BOTH           acm-service-users/TEST-com.armedia.acm.services.users.web.api.GetUsersByGroupAPIControllerTest.xml
BOTH           acm-service-users/TEST-com.armedia.acm.services.users.web.api.UserInfoAPIControllerTest.xml
BOTH           acm-service-users/TEST-com.armedia.acm.services.users.web.api.group.AcmGroupAPIControllerTest.xml
BOTH           acm-service-users/TEST-com.armedia.acm.services.users.web.api.group.AdHocGroupMembersAPIControllerTest.xml
BOTH           acm-service-users/TEST-com.armedia.acm.services.users.web.api.group.LdapGroupAPIControllerTest.xml
BOTH           acm-service-users/TEST-com.armedia.acm.services.users.web.api.group.SupervisorGroupAPIControllerTest.xml
BOTH           acm-service-webdav/TEST-com.armedia.acm.webdav.AcmFileSystemResourceFactoryTest.xml
BOTH           acm-task-plugin/TEST-com.armedia.acm.plugins.task.service.CorrectiveActionPlanTest.xml
BOTH           acm-task-plugin/TEST-com.armedia.acm.plugins.task.service.impl.AcmApplicationTaskEventListenerTest.xml
BOTH           acm-task-plugin/TEST-com.armedia.acm.plugins.task.service.impl.AcmTaskServiceImplTest.xml
BOTH           acm-task-plugin/TEST-com.armedia.acm.plugins.task.service.impl.ActivitiTaskDaoTest.xml
BOTH           acm-task-plugin/TEST-com.armedia.acm.plugins.task.service.impl.TaskRulesTest.xml
BOTH           acm-task-plugin/TEST-com.armedia.acm.plugins.task.web.api.ClaimTaskAPIControllerTest.xml
BOTH           acm-task-plugin/TEST-com.armedia.acm.plugins.task.web.api.CompleteTaskAPIControllerTest.xml
BOTH           acm-task-plugin/TEST-com.armedia.acm.plugins.task.web.api.CompleteTaskWithOutcomeAPIControllerTest.xml
BOTH           acm-task-plugin/TEST-com.armedia.acm.plugins.task.web.api.CreateAdHocTaskAPIControllerTest.xml
BOTH           acm-task-plugin/TEST-com.armedia.acm.plugins.task.web.api.CreateBusinessProcessTasksAPIControllerTest.xml
BOTH           acm-task-plugin/TEST-com.armedia.acm.plugins.task.web.api.DeleteProcessInstanceAPIControllerTest.xml
BOTH           acm-task-plugin/TEST-com.armedia.acm.plugins.task.web.api.DeleteTaskAPIControllerTest.xml
BOTH           acm-task-plugin/TEST-com.armedia.acm.plugins.task.web.api.FindTaskByIdAPIControllerTest.xml
BOTH           acm-task-plugin/TEST-com.armedia.acm.plugins.task.web.api.ListAllTasksAPIControllerTest.xml
BOTH           acm-task-plugin/TEST-com.armedia.acm.plugins.task.web.api.SaveTaskAPIControllerTest.xml
BOTH           acm-task-plugin/TEST-com.armedia.acm.plugins.task.web.api.WorkflowHistoryAPIControllerTest.xml
BOTH           acm-transcribe-tool/TEST-com.armedia.acm.tool.transcribe.AWSTranscribeServiceTest.xml
BOTH           acm-zylab-integration/TEST-com.armedia.acm.tool.zylab.service.ZylabProductionFileExtractorTest.xml
MIGRATED-ONLY  acm-service-data-update/TEST-com.armedia.acm.services.dataupdate.web.SolrReindexServiceTests.xml
MIGRATED-ONLY  acm-service-login/TEST-com.armedia.acm.auth.ad.ActiveDirectoryContextSourceInitializationTest.xml
MIGRATED-ONLY  acm-service-login/TEST-com.armedia.acm.auth.ad.ActiveDirectoryContextSourceJndiEnvironmentTest.xml
MIGRATED-ONLY  acm-service-login/TEST-com.armedia.acm.auth.ad.ActiveDirectoryContextSourceTest.xml
MIGRATED-ONLY  acm-service-login/TEST-com.armedia.acm.auth.ad.ActiveDirectoryJndiDefaultsTest.xml
MIGRATED-ONLY  ark-angular-starter/TEST-com.armedia.acm.userinterface.angular.AngularResourceCopierSafetyTest.xml
MIGRATED-ONLY  ark-angular-starter/TEST-com.armedia.acm.userinterface.angular.AngularResourceCopierWiringTest.xml
----- end rows -----
